amount,hour,previous_transactions_24h,failed_attempts,distance_from_home_km,account_age_days,card_present,international_transaction,transaction_type,merchant_category,is_fraud
4478.46,2,2,2,7.64,2454,No,No,Transfer,Electronics,1
3315.17,7,1,0,8.0,1109,Yes,No,Online,Restaurant,0
1772.3,15,4,0,6.93,2871,Yes,No,POS,Grocery,0
2669.85,19,1,0,5.73,2471,Yes,No,POS,Fuel,0
48318.71,23,16,3,350.19,108,No,Yes,Transfer,Electronics,1
1324.2,16,4,0,27.15,1317,No,No,POS,Restaurant,0
433.86,19,2,1,142.59,2494,No,No,POS,Grocery,0
2519.73,0,4,0,6.73,2620,Yes,Yes,Online,Grocery,0
5676.81,20,2,1,26.3,1201,No,No,ATM,Other,0
7747.53,4,1,0,35.86,1002,Yes,No,ATM,Other,0
6552.76,16,4,1,20.46,332,Yes,No,ATM,Travel,0
6800.88,18,4,0,29.19,1167,Yes,No,POS,Restaurant,0
1462.24,20,2,0,16.58,1438,Yes,No,Online,Grocery,0
4139.26,9,2,0,12.91,2290,No,Yes,ATM,Restaurant,0
4964.73,15,3,1,18.39,1670,Yes,No,ATM,Restaurant,0
78871.73,4,23,4,311.97,67,No,Yes,Transfer,Jewellery,1
3262.39,10,0,1,42.99,900,Yes,No,Online,Restaurant,0
69844.15,3,12,6,421.47,78,No,Yes,Online,Jewellery,1
6427.12,3,2,0,6.78,663,No,No,Online,Electronics,0
4845.31,3,1,1,4.44,424,Yes,No,POS,Fuel,0
44625.63,0,13,7,226.82,17,No,Yes,Online,Electronics,1
2432.29,12,1,1,39.81,705,Yes,No,ATM,Electronics,0
5267.55,10,2,0,36.48,162,Yes,No,POS,Restaurant,0
3761.52,5,3,0,33.21,1805,Yes,No,POS,Travel,0
20762.01,3,13,2,374.38,142,No,Yes,Transfer,Travel,1
2016.96,17,2,0,48.22,131,Yes,No,Online,Jewellery,0
5695.17,8,1,0,30.2,2072,Yes,No,POS,Grocery,0
2697.21,18,1,1,10.32,1993,Yes,No,Online,Travel,0
5712.35,10,4,0,51.5,2888,Yes,No,Online,Grocery,0
4157.68,9,3,0,9.02,2297,Yes,No,Online,Restaurant,1
54680.12,0,11,7,311.1,23,No,Yes,Online,Travel,1
2807.57,15,6,0,13.55,2244,No,No,Transfer,Restaurant,0
3325.43,6,3,0,19.78,1951,No,No,POS,Other,0
2524.21,21,1,1,35.97,1900,Yes,Yes,Online,Grocery,0
2764.45,9,3,0,27.03,1875,Yes,No,Online,Grocery,0
4758.65,19,3,0,23.52,1324,Yes,No,POS,Restaurant,0
785.96,11,2,0,11.08,293,Yes,No,POS,Grocery,0
5661.25,9,5,0,12.67,2946,Yes,No,POS,Electronics,0
5723.84,10,4,1,13.4,2927,Yes,No,POS,Jewellery,0
2870.33,10,3,0,55.13,280,Yes,No,Transfer,Grocery,0
3865.94,11,0,0,100.8,2349,Yes,No,ATM,Electronics,0
1621.69,21,2,0,11.24,2273,Yes,No,Transfer,Restaurant,0
4553.31,16,4,1,76.4,751,Yes,No,Transfer,Fuel,0
1792.51,0,3,0,9.79,1151,No,No,POS,Jewellery,0
182.45,1,5,1,33.21,2309,Yes,No,Online,Other,0
7558.22,0,3,0,9.35,2479,Yes,No,POS,Restaurant,0
73959.16,0,9,5,112.83,47,No,Yes,Online,Electronics,1
3274.28,4,1,0,48.24,1891,Yes,No,Online,Fuel,0
3968.35,9,9,0,56.77,1375,Yes,No,POS,Grocery,0
4751.57,19,3,0,16.55,425,Yes,No,Transfer,Restaurant,0
3484.34,3,1,0,11.55,491,No,No,ATM,Electronics,0
4211.89,3,5,1,55.04,2520,No,No,ATM,Jewellery,0
2820.74,1,5,0,22.57,62,Yes,Yes,POS,Fuel,0
929.15,6,3,0,22.81,238,Yes,Yes,POS,Grocery,0
57927.72,3,18,4,386.88,10,No,Yes,Transfer,Electronics,1
5194.02,15,4,1,21.15,2434,Yes,Yes,ATM,Grocery,0
1551.67,17,2,0,55.27,2116,No,No,Online,Travel,0
3996.62,4,7,1,14.85,1705,No,No,Online,Fuel,0
10469.81,12,2,0,14.54,1873,Yes,No,POS,Grocery,0
56398.1,23,16,5,213.57,27,No,Yes,Online,Travel,1
3352.73,1,1,0,20.93,485,Yes,No,POS,Travel,0
858.63,11,2,4,58.62,1788,Yes,Yes,Transfer,Restaurant,0
1400.78,16,5,0,11.66,1074,Yes,No,Online,Fuel,1
1808.49,5,3,0,13.72,1668,Yes,No,POS,Travel,0
5059.88,18,6,1,76.62,1931,No,No,POS,Travel,0
1641.28,23,1,1,13.44,956,No,No,Online,Grocery,0
598.82,1,1,0,25.35,2559,Yes,No,Online,Grocery,0
4489.81,3,3,2,87.51,2439,No,No,POS,Travel,1
1943.8,6,3,0,21.4,331,Yes,No,ATM,Travel,0
890.99,20,6,1,107.16,386,Yes,Yes,POS,Other,0
5474.86,3,0,0,11.0,635,Yes,No,POS,Travel,0
2586.49,11,2,1,103.09,427,Yes,No,ATM,Grocery,0
4775.43,12,4,0,20.65,1653,No,No,Transfer,Restaurant,0
862.03,3,2,1,2.08,733,Yes,No,POS,Grocery,0
386.59,1,2,0,3.25,1951,No,No,Online,Restaurant,0
3738.41,2,3,0,16.72,2598,Yes,No,POS,Restaurant,1
1358.19,1,1,1,30.5,426,No,No,POS,Grocery,0
3701.17,12,3,1,22.4,506,Yes,No,ATM,Fuel,0
3757.26,22,5,0,64.7,541,Yes,No,Transfer,Grocery,0
3429.7,8,3,0,36.12,2421,Yes,No,POS,Grocery,0
6765.91,6,3,0,19.64,2931,Yes,No,Online,Fuel,0
16171.96,5,4,0,28.41,2323,No,No,POS,Fuel,1
4436.27,23,2,1,17.66,2059,No,No,Online,Electronics,1
10463.31,23,1,0,37.47,1832,No,No,ATM,Other,0
2639.44,15,0,1,12.22,614,Yes,No,POS,Grocery,0
1143.71,11,2,1,37.96,1414,Yes,No,POS,Fuel,0
2049.18,3,1,0,21.72,2732,Yes,No,Transfer,Grocery,0
41873.03,23,12,5,192.65,78,No,Yes,Online,Jewellery,1
11022.59,0,2,0,63.39,95,Yes,No,POS,Other,0
3569.81,3,2,0,86.85,655,Yes,No,POS,Electronics,0
6929.93,16,1,0,29.43,1519,No,No,POS,Other,0
2476.68,4,2,0,18.69,2088,Yes,No,Online,Restaurant,0
2252.43,2,7,1,19.1,1304,Yes,No,POS,Fuel,0
828.52,14,3,0,18.94,1390,Yes,No,POS,Grocery,0
10800.04,0,3,1,0.65,2086,Yes,No,Online,Other,0
8439.49,6,5,0,41.0,828,Yes,No,POS,Restaurant,0
4025.34,15,2,0,33.18,2393,Yes,No,POS,Restaurant,0
2880.41,4,1,1,27.13,980,Yes,No,ATM,Electronics,0
3666.68,18,4,0,49.63,341,No,No,Transfer,Grocery,0
1102.61,2,6,1,8.84,427,No,No,Transfer,Fuel,0
4769.32,14,1,0,2.22,1095,No,No,Online,Electronics,0
7997.83,1,0,0,18.27,143,Yes,Yes,POS,Travel,0
52287.99,1,12,2,321.97,43,No,Yes,Online,Travel,1
65813.38,3,20,6,111.15,49,No,Yes,Transfer,Travel,1
6888.44,19,4,0,22.66,2825,Yes,No,Online,Restaurant,0
1109.35,6,2,0,89.44,2928,Yes,No,ATM,Other,0
418.12,5,1,1,68.46,2295,Yes,No,Transfer,Restaurant,0
7057.41,23,8,0,46.98,2831,No,No,Online,Other,1
2326.28,17,5,0,21.51,1848,Yes,No,Transfer,Grocery,0
6422.45,4,2,0,150.96,414,No,No,POS,Other,1
6051.54,0,7,0,9.64,1985,Yes,No,POS,Restaurant,0
5553.92,8,3,1,57.9,1658,Yes,No,Online,Travel,0
3634.97,15,2,0,61.06,2556,Yes,No,Transfer,Fuel,0
1223.41,8,2,0,17.17,1050,Yes,No,POS,Grocery,0
2763.08,19,7,1,70.93,2462,No,No,POS,Grocery,0
8344.86,12,4,0,8.86,1952,Yes,No,Transfer,Fuel,0
6531.3,23,4,0,36.33,2218,Yes,No,ATM,Electronics,0
19233.92,3,20,4,329.63,167,No,Yes,Transfer,Jewellery,1
2845.98,11,1,0,34.97,2897,No,No,ATM,Fuel,0
5228.83,20,3,0,5.74,1635,No,No,POS,Fuel,0
3823.09,10,2,1,54.68,1950,No,No,POS,Grocery,0
2983.72,0,5,0,68.52,1388,Yes,No,Online,Other,0
4939.19,7,4,0,31.03,416,Yes,Yes,POS,Grocery,0
4828.96,9,2,0,3.93,1688,Yes,No,Online,Electronics,0
2094.32,23,4,1,29.54,2076,Yes,No,POS,Fuel,0
4365.94,19,4,0,15.8,465,No,No,Online,Travel,0
4631.91,3,3,0,28.19,1114,Yes,No,Online,Grocery,1
3441.03,0,5,0,46.25,1859,Yes,No,ATM,Restaurant,0
1919.87,12,5,0,8.11,872,No,No,POS,Electronics,0
2699.07,12,3,1,78.93,896,No,Yes,Online,Fuel,0
1616.64,17,2,0,20.66,346,Yes,No,ATM,Fuel,0
4447.72,6,5,0,31.54,1529,Yes,Yes,Online,Other,0
867.14,19,6,0,17.46,370,No,No,POS,Fuel,0
8897.43,9,2,0,46.24,2608,Yes,No,Online,Electronics,0
7758.15,8,0,0,78.9,526,Yes,No,ATM,Restaurant,0
4707.28,10,1,1,12.94,290,Yes,Yes,POS,Other,0
6283.2,22,4,0,41.6,2779,Yes,No,ATM,Other,1
6010.91,9,2,0,14.76,1198,Yes,No,POS,Grocery,0
3864.49,13,3,1,45.39,599,Yes,No,Transfer,Travel,0
3045.25,21,3,0,27.62,1649,Yes,No,Online,Travel,1
2796.52,0,1,1,53.15,315,No,No,POS,Restaurant,0
9106.79,12,5,1,33.71,1243,Yes,No,Online,Electronics,0
1864.69,17,2,1,111.75,1979,Yes,No,Online,Electronics,1
1894.51,21,2,1,17.6,1444,No,No,Online,Fuel,0
6647.59,1,2,0,7.3,2778,No,No,POS,Restaurant,1
6243.68,17,4,0,16.3,2164,Yes,No,POS,Jewellery,0
2916.14,19,6,1,16.55,1949,Yes,No,POS,Other,0
5051.58,8,3,0,24.73,2013,Yes,No,POS,Travel,0
5502.2,17,1,0,19.36,2062,No,Yes,POS,Other,0
1170.93,11,7,0,31.56,1437,No,No,Online,Other,0
8080.29,15,2,0,4.3,325,Yes,No,Online,Grocery,0
5500.92,9,6,0,19.27,778,No,No,POS,Grocery,0
4766.71,4,5,1,19.08,945,Yes,No,Online,Other,0
5529.35,19,3,0,48.24,781,Yes,No,Online,Travel,0
4384.88,5,3,0,11.28,850,Yes,No,Online,Fuel,0
3300.52,4,4,0,10.73,2294,Yes,Yes,Online,Electronics,1
3888.64,21,4,0,27.13,2835,No,No,Online,Electronics,0
1077.27,22,6,1,50.53,1356,No,Yes,POS,Grocery,0
11418.55,14,3,0,0.52,1461,Yes,No,Online,Other,0
3260.62,13,2,0,46.53,994,Yes,No,POS,Fuel,0
59960.11,0,10,5,312.8,147,No,Yes,Online,Electronics,1
3934.93,14,6,1,25.0,2058,Yes,No,Online,Restaurant,0
2236.31,14,2,0,30.62,177,No,No,Online,Other,0
7931.94,12,1,0,58.09,1513,Yes,No,Online,Grocery,0
4636.99,15,3,0,16.43,1285,Yes,No,POS,Grocery,0
14024.36,13,2,0,6.59,1329,Yes,Yes,Online,Grocery,0
2192.05,21,4,0,41.4,1527,Yes,Yes,Online,Fuel,0
8145.58,16,1,0,38.73,424,No,No,POS,Fuel,0
8423.08,9,3,2,2.44,2401,No,No,POS,Restaurant,0
5807.85,15,4,0,81.35,2702,Yes,No,Transfer,Grocery,0
8467.96,5,1,1,36.78,334,Yes,No,ATM,Grocery,0
26422.7,0,22,2,270.29,68,No,Yes,Online,Electronics,1
1857.14,19,2,0,39.21,1688,Yes,No,POS,Grocery,0
2394.28,13,0,0,35.15,2513,Yes,No,ATM,Fuel,0
3747.28,1,6,0,18.59,559,Yes,No,Online,Electronics,1
6006.1,8,2,0,30.34,570,Yes,Yes,POS,Travel,1
1963.5,23,4,0,30.55,25,Yes,Yes,Online,Jewellery,1
2798.36,15,5,0,27.75,1517,Yes,No,POS,Electronics,0
2090.87,20,0,0,25.8,1247,No,No,Online,Travel,1
6718.27,13,2,0,35.47,2843,Yes,No,POS,Restaurant,0
11239.71,1,1,1,31.33,1676,Yes,No,POS,Restaurant,0
1608.34,4,1,0,16.53,2784,Yes,No,POS,Travel,0
5212.3,2,3,0,9.72,794,Yes,No,Transfer,Restaurant,0
7270.88,17,3,1,30.21,126,Yes,No,POS,Fuel,0
3106.67,18,2,0,46.26,2493,Yes,No,Online,Other,0
1130.39,10,4,1,29.27,30,Yes,No,POS,Jewellery,1
7884.52,17,5,0,16.26,2549,Yes,No,POS,Jewellery,0
1067.8,13,1,0,4.01,1538,Yes,No,POS,Restaurant,0
9392.15,17,6,2,83.22,1745,Yes,No,POS,Grocery,0
2056.09,16,5,0,37.51,643,No,No,Online,Grocery,0
929.05,10,1,0,35.4,813,Yes,Yes,Online,Travel,0
2533.11,15,5,0,18.72,638,No,No,POS,Travel,0
3538.63,7,2,0,4.22,2222,No,No,Transfer,Other,0
4081.64,17,2,2,15.28,1400,Yes,No,POS,Travel,0
5506.84,21,4,0,74.14,313,Yes,No,ATM,Fuel,0
4340.35,4,2,0,7.66,150,Yes,Yes,Online,Electronics,0
10664.81,16,4,2,3.19,2158,Yes,No,POS,Fuel,0
3420.6,2,3,1,82.42,2011,Yes,No,POS,Jewellery,0
4500.07,9,3,0,12.2,953,Yes,No,POS,Travel,0
4245.01,16,3,1,22.78,1059,Yes,No,Online,Grocery,0
827.92,6,4,1,35.83,2404,Yes,No,Online,Electronics,0
1365.11,5,1,0,101.42,228,Yes,Yes,POS,Jewellery,0
3757.97,9,3,0,72.89,2890,No,Yes,Transfer,Other,0
4878.87,2,4,1,25.22,2549,Yes,No,ATM,Electronics,0
545.98,15,2,0,16.18,407,Yes,No,POS,Restaurant,0
10975.35,3,4,0,8.79,1578,No,No,POS,Electronics,0
5147.22,7,3,0,37.95,1700,No,No,Transfer,Electronics,0
3609.77,7,2,0,29.41,2745,No,No,Transfer,Jewellery,1
4988.82,23,4,0,3.83,1795,No,No,POS,Other,0
2423.72,23,0,0,22.67,23,Yes,Yes,ATM,Fuel,0
4112.49,1,4,1,30.03,861,Yes,No,Transfer,Electronics,1
4574.75,3,4,2,40.6,1758,No,Yes,ATM,Grocery,1
7944.31,17,3,1,10.55,1129,Yes,Yes,Online,Travel,0
3203.84,7,3,0,30.75,1414,Yes,No,POS,Electronics,0
1094.4,15,7,0,8.51,2824,No,No,Online,Grocery,0
1817.97,22,5,0,35.9,2812,Yes,No,Online,Travel,0
3018.86,3,1,0,22.04,813,Yes,No,POS,Jewellery,0
1205.94,23,0,0,106.87,538,Yes,No,Online,Grocery,0
1659.81,1,4,2,12.6,2865,Yes,No,Online,Travel,0
1831.74,5,2,0,17.64,1641,Yes,No,Online,Restaurant,0
2870.86,12,1,2,4.14,1779,Yes,Yes,ATM,Travel,0
5102.24,21,3,0,26.16,525,Yes,No,Transfer,Restaurant,0
2771.1,13,4,1,19.73,1934,No,No,POS,Electronics,1
82624.31,1,12,7,115.56,114,No,Yes,Transfer,Electronics,1
3612.16,5,4,0,25.0,415,Yes,No,Online,Grocery,0
1706.7,18,3,0,108.25,1011,No,No,POS,Fuel,1
4627.31,13,4,1,38.55,1236,Yes,No,Online,Jewellery,0
4149.1,0,6,1,48.66,1356,No,No,Online,Fuel,1
5430.14,12,4,1,29.08,680,No,No,ATM,Travel,0
76509.55,1,15,6,299.83,110,No,Yes,Online,Jewellery,1
8105.43,0,1,1,28.2,670,Yes,No,ATM,Grocery,0
5217.46,5,2,0,28.62,819,Yes,No,POS,Grocery,0
4054.8,22,4,0,16.18,1659,No,No,POS,Restaurant,0
5446.78,16,0,1,47.74,371,No,No,Online,Grocery,0
2569.99,1,5,1,113.0,2533,Yes,No,Online,Grocery,0
2427.79,0,6,0,29.03,1344,No,No,POS,Electronics,0
8819.17,8,3,0,11.14,2893,Yes,No,POS,Other,0
2373.76,11,3,1,56.14,1111,Yes,No,POS,Electronics,0
1870.0,10,3,0,81.98,55,Yes,No,Transfer,Grocery,0
5215.59,16,5,0,17.06,1070,Yes,No,Transfer,Travel,0
2586.5,4,6,0,8.78,1879,Yes,No,POS,Electronics,0
6144.91,1,3,1,44.02,32,Yes,No,Online,Grocery,0
7725.47,16,3,0,29.79,1450,Yes,No,Online,Electronics,1
2083.4,21,2,0,41.03,2340,Yes,Yes,POS,Jewellery,1
5639.34,4,3,0,27.26,2674,No,No,Online,Other,0
2330.48,8,3,0,22.68,2222,No,No,Transfer,Restaurant,0
3066.29,15,1,1,11.91,749,Yes,No,POS,Restaurant,0
4484.04,3,2,0,37.06,2115,Yes,No,POS,Other,0
2431.86,20,1,1,7.44,2351,No,No,Transfer,Fuel,0
81705.87,3,11,6,430.58,143,No,Yes,Online,Travel,1
3252.56,12,3,0,45.29,1968,Yes,No,POS,Other,0
6235.71,8,3,0,35.96,1491,Yes,No,POS,Travel,0
6246.23,16,2,0,66.7,1236,No,No,Online,Grocery,0
2440.98,4,2,0,20.99,1994,Yes,No,Online,Other,0
4553.43,2,4,0,20.36,2918,Yes,No,POS,Fuel,1
6868.51,12,3,0,19.06,2866,No,No,Online,Fuel,0
1637.47,20,4,1,30.93,64,Yes,No,POS,Jewellery,0
3238.0,15,1,2,24.32,854,No,No,POS,Fuel,0
4419.49,18,1,0,18.49,2494,Yes,Yes,POS,Electronics,0
1580.25,10,0,0,19.89,2245,No,Yes,ATM,Grocery,0
2663.29,3,0,1,34.73,2205,No,Yes,POS,Grocery,0
67322.34,0,17,2,410.98,174,No,Yes,Online,Travel,1
2368.37,23,8,1,15.83,1291,No,No,Online,Fuel,0
33052.02,2,14,2,198.37,82,No,Yes,Transfer,Travel,1
5177.27,16,2,0,43.29,2485,Yes,No,Online,Restaurant,0
1425.4,7,2,0,11.18,289,Yes,No,POS,Grocery,0
3288.76,14,3,1,61.94,44,No,No,POS,Jewellery,0
1884.52,14,1,0,48.91,2293,Yes,No,Online,Other,0
4206.25,15,2,1,52.11,198,No,No,Transfer,Electronics,0
206.15,21,3,0,28.34,1238,Yes,No,POS,Other,0
3816.64,16,1,0,59.66,377,Yes,No,POS,Jewellery,0
4502.84,5,6,0,36.76,995,Yes,No,Online,Other,0
2714.63,5,2,0,34.51,565,No,Yes,ATM,Fuel,0
61892.22,23,22,5,277.38,65,No,Yes,Online,Jewellery,1
2471.71,20,2,0,39.79,50,No,No,Online,Grocery,0
3257.9,22,4,1,6.14,2617,No,No,POS,Other,0
8893.51,14,1,0,18.29,2118,Yes,No,POS,Fuel,0
6362.56,12,3,0,18.33,1962,Yes,No,POS,Grocery,0
3255.64,19,3,2,24.94,2334,Yes,No,POS,Electronics,0
2664.0,23,3,0,10.61,37,Yes,No,Online,Grocery,0
5979.06,0,3,0,15.14,1631,Yes,No,Online,Fuel,1
4022.49,7,5,0,8.08,711,Yes,No,Online,Electronics,0
1548.12,8,3,0,14.98,2584,No,No,Online,Grocery,0
2991.38,13,3,1,12.39,2087,Yes,No,POS,Grocery,0
8301.3,7,3,0,14.65,244,No,No,Online,Electronics,0
5041.83,7,1,0,49.67,2628,Yes,No,Online,Grocery,0
2685.65,0,2,0,25.54,1803,No,No,POS,Jewellery,1
1027.65,0,4,0,22.13,1618,Yes,Yes,Transfer,Grocery,1
4191.87,10,6,0,66.33,396,No,No,Online,Jewellery,1
80733.55,23,23,3,322.75,39,No,Yes,Transfer,Travel,1
3184.12,7,5,0,37.28,1137,Yes,No,Online,Electronics,0
6022.71,5,3,0,30.2,850,No,No,ATM,Electronics,0
5083.41,6,5,1,50.54,651,Yes,No,POS,Travel,0
1059.23,23,5,0,56.33,428,Yes,No,ATM,Electronics,0
3640.15,15,2,0,34.02,2502,No,No,Transfer,Electronics,0
1302.2,15,1,1,50.09,1318,No,No,POS,Fuel,0
2502.84,4,5,1,39.74,806,No,Yes,Online,Fuel,1
81559.66,3,8,3,358.35,112,No,Yes,Online,Travel,1
1258.65,4,3,2,20.57,1007,No,No,Online,Electronics,0
4544.49,23,2,0,14.31,1698,No,No,ATM,Electronics,0
4245.85,22,4,0,6.3,111,No,No,POS,Restaurant,0
3453.31,13,0,0,79.42,578,Yes,No,Online,Electronics,0
2343.01,20,1,0,50.46,1970,Yes,No,POS,Restaurant,0
1144.35,23,1,1,18.83,240,Yes,Yes,Online,Restaurant,0
26299.84,23,8,7,203.41,74,No,Yes,Online,Travel,1
4258.73,18,3,0,39.93,1013,Yes,No,Transfer,Electronics,0
4192.86,14,3,0,21.17,1724,No,No,POS,Fuel,0
8192.19,12,3,0,52.4,2410,Yes,Yes,POS,Grocery,0
7457.5,8,2,0,11.57,1459,No,No,Transfer,Restaurant,0
3549.97,15,6,1,18.21,825,Yes,No,Online,Restaurant,0
2492.02,6,1,0,23.01,2583,No,No,Online,Grocery,0
1922.38,4,3,1,44.11,2054,Yes,No,Online,Jewellery,0
994.79,6,2,0,15.4,2147,Yes,Yes,ATM,Restaurant,0
1424.16,0,4,1,40.31,786,Yes,No,ATM,Grocery,0
4263.0,22,5,1,6.72,266,Yes,No,POS,Electronics,0
5316.88,6,2,1,25.74,712,Yes,No,POS,Fuel,0
2873.19,19,2,0,72.19,2205,Yes,No,Online,Electronics,1
13731.19,10,3,0,93.91,641,Yes,No,Online,Grocery,0
1435.72,8,1,1,58.71,2346,Yes,No,POS,Grocery,0
62970.15,3,10,5,232.91,120,No,Yes,Transfer,Electronics,1
13582.05,19,1,1,23.76,924,Yes,No,POS,Other,0
1096.5,12,4,0,26.39,813,Yes,No,ATM,Grocery,0
2844.71,10,4,0,53.51,210,Yes,No,POS,Grocery,0
2049.32,15,5,1,29.65,1093,No,No,POS,Travel,0
4478.55,19,2,1,10.85,2811,No,No,POS,Jewellery,0
2690.98,15,3,0,59.37,1734,Yes,No,Online,Grocery,0
5327.87,11,2,0,85.95,2343,Yes,No,Transfer,Travel,0
6102.43,21,7,1,47.77,2497,Yes,No,POS,Electronics,0
986.12,21,3,1,14.79,2108,Yes,No,Online,Fuel,0
1873.38,23,5,0,100.04,2300,Yes,No,Online,Restaurant,0
5630.63,2,3,1,50.93,1303,Yes,No,Transfer,Other,0
6902.91,21,2,0,45.03,1317,Yes,No,POS,Fuel,0
3949.69,4,2,1,83.41,1265,Yes,No,ATM,Grocery,0
4702.63,14,4,1,51.94,914,Yes,No,ATM,Fuel,0
8524.2,15,8,0,24.53,144,Yes,No,ATM,Other,0
2715.74,4,7,1,76.27,1973,Yes,No,Online,Restaurant,0
3920.11,0,3,0,11.99,1949,No,No,POS,Restaurant,0
7462.79,22,6,2,14.19,1305,Yes,No,POS,Other,0
7762.07,21,1,1,17.36,1998,Yes,No,POS,Fuel,0
3275.46,4,4,1,30.41,2274,Yes,No,POS,Restaurant,0
1920.49,14,5,0,34.01,2723,Yes,No,Transfer,Other,0
21629.34,1,13,2,181.16,11,No,Yes,Online,Jewellery,1
3474.25,13,3,2,24.19,1032,Yes,No,POS,Electronics,0
1866.31,7,0,0,35.31,867,Yes,No,POS,Other,0
2088.46,18,1,0,12.01,1432,Yes,No,POS,Grocery,0
7768.97,13,1,0,42.23,1161,No,No,POS,Fuel,0
39432.43,4,17,7,342.26,49,No,Yes,Transfer,Electronics,1
2854.81,16,3,1,27.3,96,Yes,Yes,Transfer,Electronics,0
1509.3,11,4,0,17.25,811,No,No,POS,Restaurant,0
2107.71,0,3,1,97.25,1293,Yes,No,ATM,Electronics,1
844.96,14,3,0,21.73,299,No,No,POS,Travel,0
4020.58,18,3,2,30.52,1320,Yes,No,Online,Electronics,0
2019.82,11,2,0,22.65,475,Yes,No,POS,Grocery,0
4239.21,4,2,1,10.0,2750,Yes,No,POS,Grocery,1
5593.06,0,0,0,9.6,313,No,No,Online,Grocery,0
4281.22,7,4,0,7.95,1223,No,No,POS,Restaurant,0
2605.2,18,2,1,26.97,786,Yes,No,POS,Grocery,0
1792.19,7,4,0,21.01,1282,No,No,POS,Fuel,0
1334.55,22,1,1,4.84,2194,Yes,Yes,POS,Travel,0
7295.59,7,3,0,88.52,993,Yes,Yes,POS,Travel,0
4156.37,10,2,1,45.05,2184,Yes,No,POS,Travel,0
2714.52,18,3,0,31.01,319,Yes,Yes,POS,Electronics,0
81897.68,2,17,5,364.02,49,No,Yes,Online,Travel,1
78925.37,1,16,6,88.9,35,No,Yes,Transfer,Jewellery,1
2052.27,1,1,0,29.64,2745,Yes,No,POS,Fuel,0
4071.96,4,4,1,51.97,641,Yes,No,Online,Electronics,0
4127.99,20,8,0,14.46,2079,Yes,No,POS,Electronics,0
8295.43,0,2,0,18.21,1567,Yes,No,POS,Fuel,0
2687.0,1,4,0,33.32,852,Yes,Yes,POS,Other,0
1741.73,18,4,1,17.58,2308,No,No,POS,Other,0
4380.03,14,0,0,36.86,1497,Yes,No,POS,Jewellery,0
5398.36,23,1,0,9.72,2203,Yes,No,Online,Restaurant,0
3848.2,5,4,1,25.28,67,No,No,POS,Restaurant,0
8653.66,15,2,0,14.67,337,No,No,Online,Fuel,0
2680.83,3,3,0,50.1,2387,Yes,No,POS,Electronics,0
3913.76,14,3,1,103.62,1268,Yes,No,POS,Fuel,0
1056.15,2,0,0,86.49,597,Yes,No,POS,Other,0
1666.05,21,4,0,4.15,2401,Yes,No,POS,Travel,1
2062.35,9,7,0,39.33,468,No,No,Online,Travel,0
3011.44,6,0,0,14.46,30,Yes,No,Online,Electronics,1
1208.92,23,3,0,9.45,1663,No,No,POS,Travel,0
5071.03,1,0,0,38.51,451,No,No,POS,Fuel,0
1924.52,19,4,0,9.46,2124,No,No,POS,Electronics,0
12237.27,12,0,1,61.81,1258,Yes,No,POS,Grocery,1
1977.32,16,1,0,39.13,2730,Yes,Yes,Online,Fuel,0
3641.82,6,3,0,52.92,1523,Yes,Yes,ATM,Grocery,0
3333.48,21,2,2,33.38,605,Yes,No,Online,Grocery,0
1555.1,10,3,1,8.32,1571,No,No,POS,Electronics,0
3019.73,10,3,0,20.33,1949,No,No,POS,Grocery,0
2993.21,10,2,0,69.71,2674,Yes,No,POS,Fuel,0
6106.27,7,3,0,24.53,386,No,No,ATM,Electronics,0
4490.17,7,0,1,23.12,2249,No,No,POS,Grocery,0
5022.45,3,3,0,75.15,1807,Yes,Yes,POS,Fuel,0
6020.73,11,3,0,32.53,2853,Yes,No,Online,Travel,0
5075.78,11,5,1,64.53,1755,No,No,Online,Other,1
4049.09,9,4,1,24.86,2897,No,Yes,Transfer,Fuel,0
2047.97,23,3,2,11.66,1694,No,No,Online,Grocery,0
3876.23,2,1,0,24.4,161,Yes,Yes,POS,Jewellery,0
1763.48,21,2,0,29.7,360,Yes,No,Online,Other,0
3184.09,20,5,1,60.16,310,No,No,POS,Other,0
2898.38,0,2,0,0.12,1600,Yes,No,ATM,Electronics,1
3031.01,16,2,0,41.9,2419,No,No,POS,Grocery,0
1219.23,5,2,0,27.67,1705,Yes,No,ATM,Jewellery,0
210.3,0,2,1,23.68,2805,Yes,No,POS,Restaurant,0
2527.9,20,3,1,100.27,1509,Yes,No,Online,Travel,0
6936.56,2,5,0,39.36,2051,Yes,No,Online,Fuel,0
3605.13,7,4,0,77.24,609,Yes,No,POS,Fuel,0
39608.12,4,17,2,375.25,171,No,Yes,Transfer,Electronics,1
1772.66,3,1,0,19.48,2154,Yes,No,Online,Grocery,0
2437.35,1,4,0,60.56,295,Yes,No,Online,Electronics,0
12693.9,20,5,0,12.2,2875,Yes,Yes,POS,Restaurant,0
57285.64,1,14,5,434.53,11,No,Yes,Online,Travel,1
4958.4,18,0,0,10.69,655,Yes,No,POS,Fuel,0
4953.31,3,8,1,17.21,278,Yes,No,POS,Jewellery,0
4601.18,21,3,1,33.6,2668,Yes,No,Online,Fuel,0
4999.63,20,3,0,41.57,2703,No,No,POS,Grocery,0
